id,svenskt,latin,Organismgrupp,Kategori,Observationer,Landskapstyp,status_abbrev,Rodlistekriterium
234868,,Allygus maculatus,halvvinge,Art,8,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,B2ab(iii)
33,smal toffelmossa,Aloina aloides,mossa,Art,8,Jordbrukslandskap (J) - Stor betydelse,VU,D1
34,sydlig toffelmossa,Aloina ambigua,mossa,Art,2,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",EN,D
100244,klittvargspindel,Alopecosa cursor,palpkäke,Art,5,"Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse",CR,B1ab(iii)+2ab(iii)
100245,stäppvargspindel,Alopecosa schmidti,palpkäke,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse",RE,
1851,fjällkavle,Alopecurus pratensis subsp. alpestris,kärlväxt,Underart,75,"Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse",NT,"B1ab(ii,iii,v)+2ab(ii,iii,v)"
36,gelétryffel,Alpova diplophloeus,svamp,Art,8,Skog (S) - Stor betydelse,VU,C2a(i)
102376,fältväddsfjädermott,Alucita grammodactyla,fjäril,Art,15,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,B2ab(iii)
218028,,Alvania beanii,blötdjur,Art,4,Marin miljö (M) - Stor betydelse,DD,
102771,,Alvania cimicoides,blötdjur,Art,0,Marin miljö (M) - Stor betydelse,DD,
102772,,Alvania jeffreysi,blötdjur,Art,0,Marin miljö (M) - Stor betydelse,DD,
218032,,Alvania punctura,blötdjur,Art,8,Marin miljö (M) - Stor betydelse,DD,
102773,,Alvania subsoluta,blötdjur,Art,0,Marin miljö (M) - Stor betydelse,DD,
102774,,Alvania testae,blötdjur,Art,2,Marin miljö (M) - Stor betydelse,VU,"B1ab(i,iii)"
1852,grådådra,Alyssum alyssoides,kärlväxt,Art,3843,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",NT,"B2ab(ii,iii,v)"
1820,växtklotterlav,Alyxoria culmigena,"svamp, lav",Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,A3bc
1116,orangepudrad klotterlav,Alyxoria ochrocheila,"svamp, lav",Art,1136,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,A2bc+3bc+4bc
227537,,Amaeana trilobata,mask,Art,7,Marin miljö (M) - Stor betydelse,VU,D2
227449,,Amage auricula,mask,Art,14,Marin miljö (M) - Stor betydelse,DD,
100247,,Amalorrhynchus melanarius,skalbagge,Art,7,"Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",EN,B1ab(iii)c(iv)+2ab(iii)c(iv)
37,jättekamskivling,Amanita ceciliae,svamp,Art,854,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,A2c+3c+4c
2972,isabellflugsvamp,Amanita eliae,svamp,Art,8,Skog (S) - Stor betydelse,VU,D1
38,gulbrämad flugsvamp,Amanita franchetii,svamp,Art,126,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,C2a(i)
39,alflugsvamp,Amanita friabilis,svamp,Art,62,"Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse",NT,A2c+3c+4c; C2a(i)
2975,bleknande kamskivling,Amanita lividopallescens,svamp,Art,135,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,C2a(i)
41,flockflugsvamp,Amanita strobiliformis,svamp,Art,26,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,D1
102163,ljungkornlöpare,Amara infima,skalbagge,Art,77,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
102164,matt kornlöpare,Amara littorea,skalbagge,Art,14,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",VU,B2ab(iii)
103450,blågrön kornlöpare,Amara montivaga,skalbagge,Art,64,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",VU,B2ab(iii)
100251,källarmörkerspindel,Amaurobius ferox,palpkäke,Art,37,"Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
862,olivskinn,Amaurodon mustialaënsis,svamp,Art,2,Skog (S) - Stor betydelse,DD,
100252,,Amauronyx maerkelii,skalbagge,Art,7,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse",DD,
102780,,Amauropsis islandica,blötdjur,Art,9,Marin miljö (M) - Stor betydelse,VU,B1ab(iii)
206220,klorocka,Amblyraja radiata,fisk,Art,40,Marin miljö (M) - Stor betydelse,EN,A2b
100254,borsttåtelskinnbagge,Amblytylus albidus,halvvinge,Art,72,Jordbrukslandskap (J) - Stor betydelse,NT,"B2b(ii,iii)"
100255,vitläppad savdaggfluga,Amiota albilabris,tvåvinge,Art,1,Skog (S) - Stor betydelse,DD,
100258,gulpudrad savdaggfluga,Amiota flavopruinosa,tvåvinge,Art,7,"Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse",NT,"B2ab(ii,iii,iv,v)"
240437,,Amiota rufescens,tvåvinge,Art,87,Skog (S) - Stor betydelse,NT,B2b(iii)
240438,,Amiota subtusradiata,tvåvinge,Art,10,Skog (S) - Stor betydelse,NT,B2b(iii)
100260,kardinalfärgad rödrock,Ampedus cardinalis,skalbagge,Art,511,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
100262,elegant rödrock,Ampedus elegantulus,skalbagge,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse",RE,
100263,gulnackad rödrock,Ampedus erythrogonus,skalbagge,Art,2,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",RE,
100270,nordlig rödrock,Ampedus karpathicus,skalbagge,Art,81,Skog (S) - Stor betydelse,VU,B2ab(iii)
105184,,Ampedus lepidus,skalbagge,Art,2,Skog (S) - Stor betydelse,DD,
100265,blanksvart rödrock,Ampedus nigerrimus,skalbagge,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,B2ab(iii)
100267,svartspetsad rödrock,Ampedus praeustus,skalbagge,Art,210,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",NT,A2c+3c; B2ab(iii)
100268,bokskogsrödrock,Ampedus rufipennis,skalbagge,Art,101,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",VU,B2ab(iii)
100269,svartfläckad rödrock,Ampedus sanguinolentus,skalbagge,Art,296,"Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
102165,öländsk rödrock,Ampedus triangulum,skalbagge,Art,5,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",EN,B1ab(iii)
243509,,Ampelisca aequicornis,kräftdjur,Art,4,Marin miljö (M) - Stor betydelse,VU,D2
243507,,Ampelisca amblyops,kräftdjur,Art,4,Marin miljö (M) - Stor betydelse,VU,D2
243506,,Ampelisca gibba,kräftdjur,Art,5,Marin miljö (M) - Stor betydelse,VU,D2
233381,,Ampelisca macrocephala,kräftdjur,Art,47,Marin miljö (M) - Stor betydelse,NT,A2bc
233382,,Ampelisca pusilla,kräftdjur,Art,0,Marin miljö (M) - Stor betydelse,NT,D2
233383,,Ampelisca spinipes,kräftdjur,Art,12,Marin miljö (M) - Stor betydelse,NT,"B2ab(i,ii,iii)"
234284,,Ampelisca typica,kräftdjur,Art,26,Marin miljö (M) - Stor betydelse,NT,"B2ab(i,ii,iii)"
102166,,Amphicyllis globiformis,skalbagge,Art,101,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
102866,sköldormstjärna,Amphilepis norvegica,tagghuding,Art,40,Marin miljö (M) - Stor betydelse,NT,B1ab(iii); D2
105066,mörk pingborre,Amphimallon fallenii,skalbagge,Art,59,Jordbrukslandskap (J) - Stor betydelse,VU,B2ab(iii)
2992,brunt kraterskinn,Amphinema diadema,svamp,Art,0,Skog (S) - Stor betydelse,DD,
200846,strandfåfoting,Amphipauropus rhenanus,mångfoting,Art,0,"Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse",DD,
102865,dvärgormstjärna,Amphipholis squamata,tagghuding,Art,42,Marin miljö (M) - Stor betydelse,DD,
216123,mindre stamfly,Amphipoea crinanensis,fjäril,Art,209,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse",NT,"B2b(ii,iii,iv,v)c(iv)"
233051,,Amphisphaeria umbrina,svamp,Art,4,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse",DD,
250118,grustrådormstjärna,Amphiura securigera,tagghuding,Art,2,Marin miljö (M) - Stor betydelse,DD,
218144,gulfläckig rygghorning,Amphorina farrani,blötdjur,Art,3,Marin miljö (M) - Stor betydelse,VU,D2
6040129,rödfläckig rygghorning,Amphorina linensis,blötdjur,Art,1,Marin miljö (M) - Stor betydelse,VU,D2
100272,,Amphotis marginata,skalbagge,Art,135,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
4500,skuggskinn,Amylocorticiellum cremeoisabellinum,svamp,Art,2,Skog (S) - Stor betydelse,DD,
2996,skaftjodskinn,Amylocorticium pedunculatum,svamp,Art,2,Skog (S) - Stor betydelse,DD,
46,rosa jodskinn,Amylocorticium subincarnatum,svamp,Art,16,Skog (S) - Stor betydelse,EN,D
47,gult jodskinn,Amylocorticium subsulphureum,svamp,Art,4,Skog (S) - Stor betydelse,DD,
48,lappticka,Amylocystis lapponica,svamp,Art,3410,Skog (S) - Stor betydelse,VU,A2c+3c+4c
227467,,Amythasides macroglossus,mask,Art,4,Marin miljö (M) - Stor betydelse,DD,
100273,klöversobermal,Anacampsis fuscella,fjäril,Art,47,"Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",EN,"B2ab(ii,iii)c(iv)"
100274,solvändesobermal,Anacampsis scintillella,fjäril,Art,13,Jordbrukslandskap (J) - Stor betydelse,VU,B1ab(iii)+2ab(iii); D2
1718,kärrnycklar,Anacamptis palustris,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse",VU,C1
100276,prydnadsbock,Anaglyptus mysticus,skalbagge,Art,1000,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
234568,,Anakelisia fasciata,halvvinge,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse",VU,B2ab(iii)
206061,havskatt,Anarhichas lupus,fisk,Art,9,Marin miljö (M) - Stor betydelse,EN,A2bd
102378,harrisbuskpalpmal,Anarsia spartiella,fjäril,Art,1,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse",EN,B1ab(iii)c(iv)+2ab(iii)c(iv)
100006,stjärtand,Anas acuta,fågel,Art,156994,"Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse",VU,A2b; D1
102106,skedand,Anas clypeata,fågel,Art,243186,"Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse",NT,A2bc
102932,kricka,Anas crecca,fågel,Art,503537,"Brackvatten (B) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse, Havsstrand (H) - Har betydelse",VU,A2b
102931,bläsand,Anas penelope,fågel,Art,380994,"Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,A2b
100007,årta,Anas querquedula,fågel,Art,80403,"Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse",EN,C1
102167,,Anaspis garneysi,skalbagge,Art,0,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",DD,
51,snedbladsmossa,Anastrepta orcadensis,mossa,Art,40,"Skog (S) - Stor betydelse, Fjäll (F) - Har betydelse",VU,D1
54,skogstrappmossa,Anastrophyllum michauxii,mossa,Art,454,Skog (S) - Stor betydelse,NT,C2a(i)
55,myrtrappmossa,Anastrophyllum sphenoloboides,mossa,Art,4,Våtmark (V) - Stor betydelse,DD,
102761,,Anatoma crispata,blötdjur,Art,1,Marin miljö (M) - Stor betydelse,DD,
100277,brun tibastmal,Anchinia cristalis,fjäril,Art,2,Skog (S) - Stor betydelse,CR,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)"
232887,spenslig murargeting,Ancistrocerus gazella,stekel,Art,58,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,"B2ab(i,ii,iv,v)"
100278,,Ancistronycha tigurina,skalbagge,Art,143,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
249190,östlig sikelvecklare,Ancylis kenneli,fjäril,Art,1,Jordbrukslandskap (J) - Stor betydelse,DD,
100280,kärrvialssikelvecklare,Ancylis paludana,fjäril,Art,17,"Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse",NT,B2ab(iii)
215153,almsikelvecklare,Ancylis upupana,fjäril,Art,25,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,A3ce
2859,fjällsotmossa,Andreaea blyttii,mossa,Art,43,Fjäll (F) - Har betydelse,NT,A3c
2860,snösotmossa,Andreaea nivalis,mossa,Art,17,Fjäll (F) - Har betydelse,VU,C2a(i)
103115,alvarsandbi,Andrena alfkenella,stekel,Art,203,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,"B2ab(iii,iv)"
103096,batavsandbi,Andrena batava,stekel,Art,80,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse",VU,"B1ab(ii,iii,iv)c(iv)+2ab(ii,iii,iv)c(iv)"
102664,rapssandbi,Andrena bimaculata,stekel,Art,115,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,"B2ab(iii,iv)"
103124,dådresandbi,Andrena bluethgeni,stekel,Art,23,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",EN,"B1ab(ii,iii,iv,v)c(iv)+2ab(ii,iii,iv,v)c(iv); C2b"
102665,stäppsandbi,Andrena chrysopyga,stekel,Art,0,Jordbrukslandskap (J) - Stor betydelse,CR,D
100284,blåklockesandbi,Andrena curvungula,stekel,Art,68,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,B1b(iii)c(iv)+2b(iii)c(iv)
102663,ryggsandbi,Andrena dorsata,stekel,Art,1,Jordbrukslandskap (J) - Stor betydelse,RE,
100283,raggsandbi,Andrena gallica,stekel,Art,1,Jordbrukslandskap (J) - Stor betydelse,RE,
102667,väpplingsandbi,Andrena gelriae,stekel,Art,44,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",EN,"B2ab(i,ii,iii,iv,v)"
103137,fruktsandbi,Andrena gravida,stekel,Art,4,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",VU°,D
100285,slåttersandbi,Andrena humilis,stekel,Art,399,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",VU,"B2ab(ii,iii,iv); C2a(i)"
102669,märgelsandbi,Andrena labialis,stekel,Art,134,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",NT,B2ac(iv)
102671,guldsandbi,Andrena marginata,stekel,Art,1397,"Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse",NT,"A2c; B2b(iii,iv)c(iv)"
103125,fältsandbi,Andrena morawitzi,stekel,Art,10,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse",CR,D
103119,dvärgsandbi,Andrena nanula,stekel,Art,23,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,"B2ab(ii,iii,iv,v)"
102673,sotsandbi,Andrena nigrospina,stekel,Art,290,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",VU,"B2b(ii,iii)c(iv)"
103113,nyponsandbi,Andrena nitida,stekel,Art,86,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,"B2ab(iii,v)"
102672,franssandbi,Andrena niveata,stekel,Art,11,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse",EN,B1ab(v)c(iv)+2ab(v)c(iv)
103127,flodsandbi,Andrena nycthemera,stekel,Art,49,"Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse",VU,D2
103132,ginstsandbi,Andrena similis,stekel,Art,121,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",EN,"B2ab(ii,iii,iv,v)c(iv)"
102674,kustsandbi,Andrena thoracica,stekel,Art,16,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",RE,
100289,blanksvart rovfluga,Andrenosoma atrum,tvåvinge,Art,2,Skog (S) - Stor betydelse,RE,
217879,,Andvakia parva,nässeldjur,Art,0,Marin miljö (M) - Stor betydelse,CR,B1ab(iii)+2ab(iii)
6000135,alvaranema,Anema nummularium,"svamp, lav",Art,0,Jordbrukslandskap (J) - Stor betydelse,EN,D
100291,slät lövbarkskinnbagge,Aneurus laevis,halvvinge,Art,13,Skog (S) - Stor betydelse,VU,"B2ab(ii,iii)"
206063,ål,Anguilla anguilla,fisk,Art,1285,"Brackvatten (B) - Stor betydelse, Marin miljö (M) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse",CR,A2bcde
100292,saltängslöpare,Anisodactylus poeciloides,skalbagge,Art,0,Havsstrand (H) - Stor betydelse,RE,
100293,dubbelhårig brunbagge,Anisoxya fuscula,skalbagge,Art,25,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,"B2ab(iii,iv)"
100295,sirlig skivsnäcka,Anisus vorticulus,blötdjur,Art,2,"Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse",DD,
100296,,Anitys rubens,skalbagge,Art,124,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
102169,,Anogcodes rufiventris,skalbagge,Art,33,"Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse",VU,B1ab(iii)+2ab(iii)
105069,sandborre,Anomala dubia,skalbagge,Art,174,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse",NT,B2ab(iii)
57,gul mjukporing,Anomoloma albolutescens,svamp,Art,6,Skog (S) - Stor betydelse,CR,D
59,fransporing,Anomoloma myceliosum,svamp,Art,53,Skog (S) - Stor betydelse,VU,C1; D1
58,isabellporing,Anomoporia bombycina,svamp,Art,61,Skog (S) - Stor betydelse,EN,C1
1962,vaddporing,Anomoporia kamtschatica,svamp,Art,1838,Skog (S) - Stor betydelse,NT,A2c+3c+4c; C1
252274,stallfrossmygga,Anopheles atroparvus,tvåvinge,Art,0,"Brackvatten (B) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",DD,
252279,blygrå frossmygga,Anopheles plumbeus,tvåvinge,Art,0,"Skog (S) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse",DD,
100300,vindvägstekel,Anoplius aeruginosus,stekel,Art,18,Havsstrand (H) - Stor betydelse,NT,"B2ab(ii,iii,iv)"
248749,kärrvägstekel,Anoplius alpinobalticus,stekel,Art,6,"Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,"B1b(ii,iii,iv,v)+2b(ii,iii,iv,v)"
100304,sexfläckig blombock,Anoplodera sexguttata,skalbagge,Art,536,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,B2ab(iii)
234697,,Anoscopus histrionicus,halvvinge,Art,1,Jordbrukslandskap (J) - Stor betydelse,VU,"B2ab(iii,v)"
104488,,Anotylus nitidulus,skalbagge,Art,264,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse",NT,B2ab(iii)
100305,,Anotylus pumilus,skalbagge,Art,15,Jordbrukslandskap (J) - Stor betydelse,VU,B1ab(iii)+2ab(iii)
100008,fjällgås,Anser erythropus,fågel,Art,8327,"Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse",CR,D
232125,tajgasädgås,Anser fabalis fabalis,fågel,Underart,5495,,VU,D1
250052,,Antalis occidentalis,blötdjur,Art,35,Marin miljö (M) - Stor betydelse,DD,
1854,grönkattfot,Antennaria alpina subsp. porsildii,kärlväxt,Underart,81,Fjäll (F) - Stor betydelse,NT,B2a
1855,åkerkulla,Anthemis arvensis,kärlväxt,Art,8944,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,A2bc
60,kamomillkulla,Anthemis cotula,kärlväxt,Art,179,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",EN,"A2b; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)"
61,stor sandlilja,Anthericum liliago,kärlväxt,Art,1256,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse",EN,"B2ab(iii,v)"
105527,,Antherophagus silaceus,skalbagge,Art,40,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,B2ab(iii)
100308,dynsnabbagge,Anthicus axillaris,skalbagge,Art,48,Havsstrand (H) - Stor betydelse,VU,B2ab(iii)
100309,tvåfläckig snabbagge,Anthicus bimaculatus,skalbagge,Art,94,"Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
100312,större snabbagge,Anthicus sellatus,skalbagge,Art,99,"Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse",NT,B2b(iii)
102603,,Anthocoris amplicollis,halvvinge,Art,2,Jordbrukslandskap (J) - Stor betydelse,EN,B2ab(iii)
100318,,Anthonomus ulmi,skalbagge,Art,54,"Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,B2ab(iii)
102689,humlepälsbi,Anthophora plagiata,stekel,Art,184,"Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse",EN,B2ac(iv)
102690,svartpälsbi,Anthophora retusa,stekel,Art,1222,"Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",NT,"B2ab(ii,iii,iv,v)"
65,fläckporing,Anthoporia albobrunnea,svamp,Art,5234,Skog (S) - Stor betydelse,VU,A2c+3c+4c
249109,,Anthothela grandiflora,nässeldjur,Art,0,Marin miljö (M) - Stor betydelse,CR,B1ab(iii)
102099,silverfläckad sorgfluga,Anthrax trifasciatus,tvåvinge,Art,53,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse",NT,B2ab(iii)
100320,hålträdsklokrypare,Anthrenochernes stellae,palpkäke,Art,167,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,B2b(iii)
102172,,Anthribus fasciatus,skalbagge,Art,26,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,B2ab(iii)
62,taggkörvel,Anthriscus caucalis,kärlväxt,Art,1228,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",VU,"B2ab(i,ii,iii,iv,v)c(iv)"
100010,fältpiplärka,Anthus campestris,fågel,Art,6303,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",EN,D
102120,rödstrupig piplärka,Anthus cervinus,fågel,Art,27427,"Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse",VU,D1
100321,stor sandrovfluga,Antipalus varipes,tvåvinge,Art,11,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
1963,videticka,Antrodia macra,svamp,Art,116,"Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse",NT,C2a(i)
